DMSO-1	DMSO-2	RocA-003	RocA-03	RocA-3
ENST00000611132	ENST00000341460	ENST00000366661	ENST00000283027	ENST00000295926
ENST00000597436	ENST00000382466	ENST00000450136	ENST00000264607	ENST00000392062
ENST00000296603	ENST00000409224	ENST00000360066	ENST00000252486	ENST00000310109
ENST00000263579	ENST00000543648	ENST00000226319	ENST00000585089	ENST00000371589
ENST00000542965	ENST00000466284	ENST00000254654	ENST00000449870	ENST00000272542
ENST00000296736	ENST00000361961	ENST00000600932	ENST00000265081	ENST00000612248
ENST00000299335	ENST00000233099	ENST00000614411	ENST00000253686	ENST00000278412
ENST00000247956	ENST00000241052	ENST00000357137	ENST00000378526	ENST00000334701
ENST00000377710	ENST00000615182	ENST00000338492	ENST00000332070	ENST00000375147
ENST00000261509	ENST00000378679	ENST00000283351	ENST00000295926	ENST00000282841
ENST00000270142	ENST00000356709	ENST00000389682	ENST00000371589	ENST00000409236
ENST00000243903	ENST00000338910	ENST00000369466	ENST00000272542	ENST00000377673
ENST00000614352	ENST00000611132	ENST00000361682	ENST00000612248	ENST00000378251
ENST00000588258	ENST00000597436	ENST00000261749	ENST00000278412	ENST00000456329
ENST00000369244	ENST00000296603	ENST00000410111	ENST00000334701	ENST00000323703
ENST00000242108	ENST00000263579	ENST00000334554	ENST00000375147	ENST00000264560
ENST00000361099	ENST00000542965	ENST00000395759	ENST00000282841	ENST00000348165
ENST00000268482	ENST00000296736	ENST00000428216	ENST00000409236	ENST00000302874
ENST00000528416	ENST00000299335	ENST00000391857	ENST00000305579	ENST00000403359
ENST00000324300	ENST00000247956	ENST00000262990	ENST00000377673	ENST00000255631
ENST00000395053	ENST00000377710	ENST00000254900	ENST00000378251	ENST00000290277
ENST00000222305	ENST00000261509	ENST00000401558	ENST00000456329	ENST00000334571
ENST00000361717	ENST00000467728	ENST00000409900	ENST00000264560	ENST00000499810
ENST00000302327	ENST00000270142	ENST00000378094	ENST00000348165	ENST00000323848
ENST00000308488	ENST00000243903	ENST00000344989	ENST00000302874	ENST00000262225
ENST00000396634	ENST00000588258	ENST00000405858	ENST00000403359	ENST00000452918
ENST00000376499	ENST00000369244	ENST00000359428	ENST00000255631	ENST00000329492
ENST00000296503	ENST00000374975	ENST00000263556	ENST00000296220	ENST00000317868
ENST00000565898	ENST00000242108	ENST00000338379	ENST00000334571	ENST00000475092
ENST00000312423	ENST00000361099	ENST00000393674	ENST00000290277	ENST00000564536
ENST00000292450	ENST00000268482	ENST00000362065	ENST00000396864	ENST00000372409
ENST00000229769	ENST00000528416	ENST00000391973	ENST00000499810	ENST00000524821
ENST00000319349	ENST00000324300	ENST00000361582	ENST00000323848	ENST00000376741
ENST00000329687	ENST00000395053	ENST00000261455	ENST00000262225	ENST00000435505
ENST00000304061	ENST00000222305	ENST00000311181	ENST00000295206	ENST00000396128
ENST00000400900	ENST00000361717	ENST00000263239	ENST00000452918	ENST00000397677
ENST00000309660	ENST00000302327	ENST00000264249	ENST00000329492	ENST00000345813
ENST00000399409	ENST00000308488	ENST00000339697	ENST00000317868	ENST00000263116
ENST00000503039	ENST00000396634	ENST00000297056	ENST00000475092	ENST00000372548
ENST00000256413	ENST00000376499	ENST00000224756	ENST00000298892	ENST00000219345
ENST00000465139	ENST00000296503	ENST00000392521	ENST00000524821	ENST00000257336
ENST00000409817	ENST00000565898	ENST00000370733	ENST00000376741	ENST00000379731
ENST00000260746	ENST00000312423	ENST00000432079	ENST00000435505	ENST00000360586
ENST00000263593	ENST00000292450	ENST00000261797	ENST00000396128	ENST00000301738
ENST00000340635	ENST00000229769	ENST00000388913	ENST00000397677	ENST00000374647
ENST00000543662	ENST00000319349	ENST00000226798	ENST00000345813	ENST00000372569
ENST00000263960	ENST00000329687	ENST00000419119	ENST00000263116	ENST00000300658
ENST00000394854	ENST00000304061	ENST00000264158	ENST00000372548	ENST00000447393
ENST00000258884	ENST00000400900	ENST00000616577	ENST00000219345	ENST00000538714
ENST00000371485	ENST00000309660	ENST00000437078	ENST00000257336	ENST00000401707
ENST00000215659	ENST00000399409	ENST00000394334	ENST00000379731	ENST00000323469
ENST00000487273	ENST00000503039	ENST00000513458	ENST00000360586	ENST00000379540
ENST00000504329	ENST00000256413	ENST00000433529	ENST00000301738	ENST00000402412
ENST00000317506	ENST00000465139	ENST00000325351	ENST00000374647	ENST00000375571
ENST00000245680	ENST00000409817	ENST00000192788	ENST00000372569	ENST00000354464
ENST00000545985	ENST00000260746	ENST00000262584	ENST00000447393	ENST00000420353
ENST00000378426	ENST00000263593	ENST00000297532	ENST00000538714	ENST00000306688
ENST00000356264	ENST00000340635	ENST00000620786	ENST00000401707	ENST00000540564
ENST00000358677	ENST00000543662	ENST00000372621	ENST00000323469	ENST00000380843
ENST00000370092	ENST00000263960	ENST00000479950	ENST00000379540	ENST00000414423
ENST00000309951	ENST00000394854	ENST00000366933	ENST00000402412	ENST00000639955
ENST00000264039	ENST00000258884	ENST00000355937	ENST00000375571	ENST00000376957
ENST00000395386	ENST00000371485	ENST00000362063	ENST00000354464	ENST00000309137
ENST00000346234	ENST00000215659	ENST00000352251	ENST00000306688	ENST00000370238
ENST00000313368	ENST00000487273	ENST00000251775	ENST00000637797	ENST00000326427
ENST00000286733	ENST00000245680	ENST00000449291	ENST00000334181	ENST00000535873
ENST00000429344	ENST00000317506	ENST00000475541	ENST00000540564	ENST00000372642
ENST00000550735	ENST00000545985	ENST00000256474	ENST00000380843	ENST00000199448
ENST00000366661	ENST00000378426	ENST00000445922	ENST00000414423	ENST00000428099
ENST00000450136	ENST00000356264	ENST00000366913	ENST00000639955	ENST00000403581
ENST00000564138	ENST00000358677	ENST00000436233	ENST00000376957	ENST00000296504
ENST00000360066	ENST00000370092	ENST00000361464	ENST00000309137	ENST00000228136
ENST00000226319	ENST00000309951	ENST00000296121	ENST00000370238	ENST00000255784
ENST00000254654	ENST00000264039	ENST00000400556	ENST00000326427	ENST00000332303
ENST00000600932	ENST00000395386	ENST00000592502	ENST00000535873	ENST00000244571
ENST00000614411	ENST00000346234	ENST00000313375	ENST00000372642	ENST00000244051
ENST00000357137	ENST00000313368	ENST00000245787	ENST00000199448	ENST00000245304
ENST00000338492	ENST00000286733	ENST00000336735	ENST00000403581	ENST00000602122
ENST00000283351	ENST00000429344	ENST00000264451	ENST00000296504	ENST00000358154
ENST00000389682	ENST00000550735	ENST00000302345	ENST00000228136	ENST00000421990
ENST00000369466	ENST00000366661	ENST00000316149	ENST00000255784	ENST00000316843
ENST00000361682	ENST00000450136	ENST00000251636	ENST00000586078	ENST00000318607
ENST00000261749	ENST00000564138	ENST00000526033	ENST00000332303	ENST00000258770
ENST00000410111	ENST00000360066	ENST00000371917	ENST00000264057	ENST00000372538
ENST00000334554	ENST00000226319	ENST00000367612	ENST00000244571	ENST00000282356
ENST00000395759	ENST00000254654	ENST00000374525	ENST00000244051	ENST00000369454
ENST00000428216	ENST00000600932	ENST00000393893	ENST00000245304	ENST00000355557
ENST00000391857	ENST00000614411	ENST00000453304	ENST00000602122	ENST00000339235
ENST00000262990	ENST00000357137	ENST00000374358	ENST00000358154	ENST00000226253
ENST00000340067	ENST00000338492	ENST00000368440	ENST00000421990	ENST00000421367
ENST00000254900	ENST00000283351	ENST00000533940	ENST00000316843	ENST00000452027
ENST00000401558	ENST00000389682	ENST00000282728	ENST00000318607	ENST00000360565
ENST00000409900	ENST00000369466	ENST00000341928	ENST00000258770	ENST00000261881
ENST00000378094	ENST00000361682	ENST00000258739	ENST00000372538	ENST00000245407
ENST00000344989	ENST00000261749	ENST00000375231	ENST00000282356	ENST00000417037
ENST00000405858	ENST00000410111	ENST00000373243	ENST00000296861	ENST00000221419
ENST00000359428	ENST00000334554	ENST00000298097	ENST00000355557	ENST00000567970
ENST00000263556	ENST00000395759	ENST00000407315	ENST00000339235	ENST00000273130
ENST00000338379	ENST00000428216	ENST00000266014	ENST00000421367	ENST00000545121
ENST00000393674	ENST00000391857	ENST00000318006	ENST00000452027	ENST00000573584
ENST00000362065	ENST00000262990	ENST00000566860	ENST00000360565	ENST00000263093
ENST00000391973	ENST00000254900	ENST00000518421	ENST00000261881	ENST00000380733
ENST00000361582	ENST00000401558	ENST00000373023	ENST00000245407	ENST00000541738
ENST00000422466	ENST00000409900	ENST00000221957	ENST00000287585	ENST00000541869
ENST00000261455	ENST00000378094	ENST00000239367	ENST00000417037	ENST00000373673
ENST00000311181	ENST00000344989	ENST00000614790	ENST00000221419	ENST00000327858
ENST00000263239	ENST00000405858	ENST00000304858	ENST00000273130	ENST00000616296
ENST00000617275	ENST00000359428	ENST00000334121	ENST00000441493	ENST00000173527
ENST00000264249	ENST00000263556	ENST00000340634	ENST00000545121	ENST00000244137
ENST00000339697	ENST00000338379	ENST00000274000	ENST00000573584	ENST00000537345
ENST00000297056	ENST00000393674	ENST00000301732	ENST00000380733	ENST00000311630
ENST00000224756	ENST00000362065	ENST00000263275	ENST00000541738	ENST00000284617
ENST00000392521	ENST00000391973	ENST00000380325	ENST00000376811	ENST00000250916
ENST00000370733	ENST00000361582	ENST00000255305	ENST00000541869	ENST00000341423
ENST00000374145	ENST00000422466	ENST00000263073	ENST00000327858	ENST00000368576
ENST00000432079	ENST00000261455	ENST00000366554	ENST00000616296	ENST00000546424
ENST00000261797	ENST00000311181	ENST00000005178	ENST00000173527	ENST00000376148
ENST00000388913	ENST00000263239	ENST00000345093	ENST00000244137	ENST00000348035
ENST00000226798	ENST00000617275	ENST00000447998	ENST00000537345	ENST00000616170
ENST00000419119	ENST00000264249	ENST00000361735	ENST00000311630	ENST00000443314
ENST00000286688	ENST00000339697	ENST00000373719	ENST00000284617	ENST00000585603
ENST00000264158	ENST00000297056	ENST00000215832	ENST00000250916	ENST00000316937
ENST00000616577	ENST00000412055	ENST00000261192	ENST00000368576	ENST00000398226
ENST00000437078	ENST00000224756	ENST00000263791	ENST00000546424	ENST00000252996
ENST00000394334	ENST00000392521	ENST00000263985	ENST00000376148	ENST00000333676
ENST00000513458	ENST00000370733	ENST00000367182	ENST00000348035	ENST00000234827
ENST00000433529	ENST00000374145	ENST00000613030	ENST00000616170	ENST00000309061
ENST00000325351	ENST00000432079	ENST00000357727	ENST00000443314	ENST00000399722
ENST00000192788	ENST00000261797	ENST00000227322	ENST00000263409	ENST00000329957
ENST00000262584	ENST00000388913	ENST00000374012	ENST00000585603	ENST00000263915
ENST00000297532	ENST00000226798	ENST00000254770	ENST00000316937	ENST00000455418
ENST00000620786	ENST00000419119	ENST00000356448	ENST00000398226	ENST00000072644
ENST00000372621	ENST00000264158	ENST00000402418	ENST00000252996	ENST00000359362
ENST00000479950	ENST00000616577	ENST00000370141	ENST00000333676	ENST00000442102
ENST00000355937	ENST00000437078	ENST00000562435	ENST00000234827	ENST00000321612
ENST00000362063	ENST00000394334	ENST00000380051	ENST00000309061	ENST00000336349
ENST00000352251	ENST00000513458	ENST00000305188	ENST00000329957	ENST00000482352
ENST00000251775	ENST00000433529	ENST00000226574	ENST00000263915	ENST00000453626
ENST00000449291	ENST00000325351	ENST00000418390	ENST00000455418	ENST00000332854
ENST00000475541	ENST00000192788	ENST00000495186	ENST00000072644	ENST00000259008
ENST00000256474	ENST00000262584	ENST00000309971	ENST00000359362	ENST00000371092
ENST00000445922	ENST00000297532	ENST00000306999	ENST00000442102	ENST00000300146
ENST00000366913	ENST00000620786	ENST00000331268	ENST00000321612	ENST00000405275
ENST00000436233	ENST00000372621	ENST00000315870	ENST00000336349	ENST00000305557
ENST00000361464	ENST00000479950	ENST00000376257	ENST00000482352	ENST00000301067
ENST00000296121	ENST00000355937	ENST00000247226	ENST00000453626	ENST00000317361
ENST00000400556	ENST00000362063	ENST00000216014	ENST00000520164	ENST00000340309
ENST00000555447	ENST00000352251	ENST00000305264	ENST00000259008	ENST00000281081
ENST00000592502	ENST00000251775	ENST00000290039	ENST00000371092	ENST00000375341
ENST00000245787	ENST00000449291	ENST00000373935	ENST00000300146	ENST00000403729
ENST00000169298	ENST00000256474	ENST00000520220	ENST00000405275	ENST00000542570
ENST00000336735	ENST00000445922	ENST00000252593	ENST00000305557	ENST00000549117
ENST00000264451	ENST00000366913	ENST00000382882	ENST00000317361	ENST00000373186
ENST00000302345	ENST00000436233	ENST00000394236	ENST00000340309	ENST00000359568
ENST00000316149	ENST00000361464	ENST00000404338	ENST00000281081	ENST00000457458
ENST00000251636	ENST00000296121	ENST00000579534	ENST00000375341	ENST00000226760
ENST00000526033	ENST00000400556	ENST00000379245	ENST00000542570	ENST00000397338
ENST00000371917	ENST00000555447	ENST00000274458	ENST00000549117	ENST00000512944
ENST00000367612	ENST00000592502	ENST00000467317	ENST00000373186	ENST00000305747
ENST00000374525	ENST00000589262	ENST00000369278	ENST00000359568	ENST00000380445
ENST00000393893	ENST00000245787	ENST00000306357	ENST00000457458	ENST00000338961
ENST00000453304	ENST00000169298	ENST00000428304	ENST00000226760	ENST00000368885
ENST00000374358	ENST00000336735	ENST00000283027	ENST00000397338	ENST00000370898
ENST00000368440	ENST00000264451	ENST00000264607	ENST00000512944	ENST00000396113
ENST00000533940	ENST00000302345	ENST00000252486	ENST00000305747	ENST00000232501
ENST00000282728	ENST00000316149	ENST00000337130	ENST00000380445	ENST00000258975
ENST00000341928	ENST00000251636	ENST00000585089	ENST00000338961	ENST00000295633
ENST00000258739	ENST00000526033	ENST00000449870	ENST00000489615	ENST00000615615
ENST00000370296	ENST00000371917	ENST00000265081	ENST00000368885	ENST00000392876
ENST00000375231	ENST00000367612	ENST00000264498	ENST00000370898	ENST00000274457
ENST00000373243	ENST00000374525	ENST00000253686	ENST00000396113	ENST00000398844
ENST00000298097	ENST00000393893	ENST00000378526	ENST00000232501	ENST00000232424
ENST00000407315	ENST00000453304	ENST00000332070	ENST00000361487	ENST00000260270
ENST00000266014	ENST00000374358	ENST00000295926	ENST00000258975	ENST00000591399
ENST00000318006	ENST00000368440	ENST00000392062	ENST00000295633	ENST00000303436
ENST00000566860	ENST00000533940	ENST00000310109	ENST00000615615	ENST00000255078
ENST00000518421	ENST00000282728	ENST00000371589	ENST00000392876	ENST00000355112
ENST00000373023	ENST00000341928	ENST00000272542	ENST00000274457	ENST00000219368
ENST00000221957	ENST00000258739	ENST00000612248	ENST00000276654	ENST00000355619
ENST00000239367	ENST00000375231	ENST00000278412	ENST00000398844	ENST00000373242
ENST00000614790	ENST00000373243	ENST00000334701	ENST00000232424	ENST00000354828
ENST00000304858	ENST00000298097	ENST00000375147	ENST00000260270	ENST00000368331
ENST00000334121	ENST00000407315	ENST00000360131	ENST00000591399	ENST00000405375
ENST00000274000	ENST00000266014	ENST00000282841	ENST00000303436	ENST00000321265
ENST00000301732	ENST00000318006	ENST00000409236	ENST00000255078	ENST00000331079
ENST00000263275	ENST00000566860	ENST00000377673	ENST00000355112	ENST00000303596
ENST00000380325	ENST00000518421	ENST00000378251	ENST00000355619	ENST00000009041
ENST00000255305	ENST00000373023	ENST00000456329	ENST00000373242	ENST00000342665
ENST00000263073	ENST00000221957	ENST00000323703	ENST00000354828	ENST00000369426
ENST00000366554	ENST00000239367	ENST00000264560	ENST00000368331	ENST00000246117
ENST00000005178	ENST00000614790	ENST00000348165	ENST00000405375	ENST00000216124
ENST00000345093	ENST00000304858	ENST00000302874	ENST00000321265	ENST00000469605
ENST00000447998	ENST00000534837	ENST00000403359	ENST00000331079	ENST00000344420
ENST00000361735	ENST00000334121	ENST00000255631	ENST00000303596	ENST00000358485
ENST00000373719	ENST00000274000	ENST00000296220	ENST00000009041	ENST00000375664
ENST00000215832	ENST00000301732	ENST00000334571	ENST00000342665	ENST00000389677
ENST00000261192	ENST00000263275	ENST00000290277	ENST00000369426	ENST00000310924
ENST00000263791	ENST00000380325	ENST00000499810	ENST00000246117	ENST00000621116
ENST00000263985	ENST00000255305	ENST00000323848	ENST00000216124	ENST00000451493
ENST00000570137	ENST00000263073	ENST00000262225	ENST00000469605	ENST00000374987
ENST00000367182	ENST00000366554	ENST00000295206	ENST00000344420	ENST00000446465
ENST00000341976	ENST00000005178	ENST00000452918	ENST00000358485	ENST00000374902
ENST00000613030	ENST00000345093	ENST00000329492	ENST00000375664	ENST00000322937
ENST00000357727	ENST00000447998	ENST00000317868	ENST00000389677	ENST00000359882
ENST00000257359	ENST00000361735	ENST00000326397	ENST00000310924	ENST00000558190
ENST00000227322	ENST00000373719	ENST00000475092	ENST00000621116	ENST00000252744
ENST00000374012	ENST00000215832	ENST00000372409	ENST00000451493	ENST00000606162
ENST00000254770	ENST00000261192	ENST00000524821	ENST00000374987	ENST00000397622
ENST00000356448	ENST00000263791	ENST00000376741	ENST00000446465	ENST00000366847
ENST00000402418	ENST00000263985	ENST00000357641	ENST00000374902	ENST00000262461
ENST00000370141	ENST00000570137	ENST00000435505	ENST00000322937	ENST00000315758
ENST00000562435	ENST00000367182	ENST00000396128	ENST00000558190	ENST00000262844
ENST00000380051	ENST00000341976	ENST00000397677	ENST00000252744	ENST00000260129
ENST00000305188	ENST00000613030	ENST00000345813	ENST00000606162	ENST00000515385
